Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Return_5D,Return_10D,Return_20D,Return_60D,Volatility_20D,Volatility_60D,Volatility_120D,Volatility_252D,MA_20D,MA_50D,MA_100D,MA_200D,Price_vs_MA20_pct,Price_vs_MA50_pct,Price_vs_MA200_pct,Volatility_Ratio_20_60,Volatility_Ratio_20_120,Volatility_Ratio_60_252,True_Range,ATR_14D,ATR_14D_pct,Return_Volatility_20D,Return_Volatility_60D,Drawdown_20D_pct,Drawdown_60D_pct,Drawdown_252D_pct,Range_20D_pct,Volume_Change_pct,Volatility_Term_Spread_20_60,Volatility_Term_Spread_60_120,Volatility_Term_Spread_120_252,Short_Long_Volatility_Ratio,Volatility_20D_Percentile,Volatility_60D_Percentile,Volatility_120D_Percentile,Volatility_20D_ZScore,Volatility_Acceleration,Volatility_Momentum_20D,Volatility_of_Volatility_20D,Return_Dispersion_20D,Return_Dispersion_60D,Upside_Volatility_20D,Downside_Volatility_20D,Downside_Volatility_Ratio,Range_Volatility_20D,Range_Volatility_60D,Volatility_Composite,Volatility_Stress_Score,Volatility_Direction,Volatility_Environment,Volatility_Pressure,Trend_Score,Market_Trend,Volatility_Regime_Score,Detected_Volatility_Regime,Market_Regime,Regime_Confidence_Score,Regime_Confidence,Risk_State,Positioning_Environment,Previous_Market_Regime,Regime_Changed,Regime_Duration_Days,Drawdown_Risk,Final_Regime,Trend_Decision_Score,Trend_Signal,Volatility_Decision_Score,Volatility_Signal,Risk_Decision_Score,Risk_Signal,Decision_Confidence_Score,Decision_Confidence,Market_Bias_Score,Market_Bias,Exposure_Guidance,Portfolio_Posture,Volatility_Response,Trend_Response,Drawdown_Response,Final_Decision_Score,Final_Decision,Decision_Reason
2015-01-02,8395.4501953125,8395.4501953125,8410.599609375,8288.7001953125,8288.7001953125,101900,,,,,,,,,,,,,,,,,,,,,121.8994140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,,False,1,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-19,8550.7001953125,8550.7001953125,8570.9501953125,8531.5,8550.0498046875,125400,0.433418584786116,0.0043248203159316,2.735794729214236,2.056476136904295,,,,,,,,,,,,,,,,,57.150390625,,,,,,,,,-28.75,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,12,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-20,8695.599609375,8695.599609375,8707.900390625,8574.5,8575.099609375,158700,1.6945912118627948,0.016803931894622,4.773829434684784,6.991817811350609,,,,,,,,,,,,,,,,,157.2001953125,,,,,,,,,26.555023923444978,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,13,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-21,8729.5,8729.5,8741.849609375,8689.599609375,8719.650390625,185900,0.3898568488416964,0.0038909887639506,5.45995138629749,7.743670095179911,,,,,,,,,,,,,,,,,52.25,119.32135881696428,1.3668750652037835,,,,,,,17.13925645872716,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,14,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-22,8761.400390625,8761.400390625,8774.150390625,8727.0,8745.849609375,175500,0.3654320479408834,0.0036476596725423,3.146282885395624,6.397406142858997,,,,,,,,,,,,,,,,,47.150390625,113.98214285714286,1.3009580406701613,,,,,,,-5.594405594405593,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,15,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-23,8835.599609375,8835.599609375,8866.400390625,8795.400390625,8827.9501953125,191200,0.8468876599840858,0.0084332168549455,3.779743617066544,6.652177070130971,,,,,,,,,,,,,,,,,105.0,115.646484375,1.308869680471866,,,,,,,8.945868945868952,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,16,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-27,8910.5,8910.5,8925.0498046875,8825.4501953125,8871.349609375,192000,0.8477114619988679,0.0084413856608369,4.207840252482975,7.058752853538386,,,,,,,,,,,,,,,,,99.599609375,103.68572126116072,1.163635275923469,,,,,,,0.4184100418409997,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,17,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-28,8914.2998046875,8914.2998046875,8985.0498046875,8874.0498046875,8902.75,185100,0.0426441242074027,0.000426350341849,2.515067449480002,7.408961914370216,,,,,,,,,,,,,,,,,111.0,105.48929268973214,1.1833716051849816,,,,,,,-3.593749999999996,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,18,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-29,8952.349609375,8952.349609375,8966.650390625,8861.25,8901.5,256300,0.4268400830258256,0.0042593170470792,2.552833603012772,8.152168463007815,,,,,,,,,,,,,,,,,105.400390625,102.91789899553572,1.1496188541135497,,,,,,,38.4656942193409,,,,,,,,,,,,,,,,,,,,,Stable,Low,Neutral,-5.0,Strong Bearish,0.0,Low,Low Volatility Bear,40.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,19,Unknown,Low Volatility Bear,48.75,Neutral,65.0,Positive,30.0,Negative,44.0,Low,48.94,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,45.52,Maintain Balanced Exposure,Trend: Strong Bearish; Volatility: Low; Risk: Defensive; Market bias: Neutral; Confidence: Low; Positioning: Capital Preservation.
2015-01-30,8808.900390625,8808.900390625,8996.599609375,8775.099609375,8996.599609375,267300,-1.602363904552817,-0.0161534056387028,0.5421507736460329,3.705491256045934,,,,,,,8529.45751953125,,,,3.276209189785706,,,,,,221.5,110.70361328125,1.256724544178839,,,-1.602363904552817,,,10.570552200289258,4.29184549356223,,,,,,,,,,,,,,,,,1.2135018528154071,,,,Stable,Low,Neutral,-3.0,Bearish,0.0,Low,Low Volatility Bear,30.0,Low,Defensive,Capital Preservation,Low Volatility Bear,False,20,Unknown,Low Volatility Bear,39.25,Negative,65.0,Positive,30.0,Negative,37.1,Low,44.66,Bearish,Defensive,Defensive,Normal Risk,Trend Negative,Monitor,41.87,Reduce Exposure,Trend: Bearish; Volatility: Low; Risk: Defensive; Market bias: Bearish; Confidence: Low; Positioning: Capital Preservation.
2015-02-02,8797.400390625,8797.400390625,8840.7998046875,8751.099609375,8802.5,210100,-0.1305497790875076,-0.0013063506955069,-0.4323330666712088,3.3310694689033804,4.787714606858406,,18.539667824471863,,,,8549.555029296875,,,,2.898927025778897,,,,,,89.7001953125,110.896484375,1.260559704582475,1.1656524007123057,,-1.7308218011027554,,,10.584370072036108,-21.39917695473252,,,,,50.0,,,,,,,18.539667824471863,,,,,1.191884435672908,,50.0,50.0,Stable,Normal,Neutral,-1.0,Neutral,3.0,Elevated,Elevated Volatility Neutral,35.0,Low,Elevated Risk,Defensive,Low Volatility Bear,True,1,Unknown,Elevated Volatility Neutral,54.75,Neutral,50.0,Neutral,40.0,Negative,41.95,Low,49.64,Neutral,Balanced,Balanced,Monitor Risk,Wait for Confirmation,Monitor,45.83,Maintain Balanced Exposure,Trend: Neutral; Volatility: Normal; Risk: Elevated Risk; Market bias: Neutral; Confidence: Low; Positioning: Defensive.
2015-02-03,8756.5498046875,8756.5498046875,8837.2998046875,8726.650390625,8823.150390625,208700,-0.4643483770618517,-0.0046542982322204,-1.7277391315021595,2.407400618347566,4.513384374487872,,18.64469598350808,,,,8568.4625,,,,2.1951114880586875,,,,,,110.6494140625,112.46072823660714,1.284304100873216,1.1723309805375657,,-2.187133135221353,,,10.633747706934106,-0.6663493574488366,,,,,100.0,,,,,,,18.64469598350808,,,,,1.2063095209535488,,100.0,100.0,Stable,Extreme,Neutral,-1.0,Neutral,6.0,High,High Volatility Neutral,60.0,Medium,High Risk,Defensive,Elevated Volatility Neutral,True,1,Unknown,High Volatility Neutral,54.75,Neutral,22.5,Strong Negative,10.0,Strong Negative,45.82,Low,33.89,Bearish,Defensive,Defensive,Monitor Risk,Wait for Confirmation,Monitor,30.96,Reduce Exposure,Trend: Neutral; Volatility: Extreme; Risk: High Risk; Market bias: Bearish; Confidence: Low; Positioning: Defensive.
2015-02-04,8723.7001953125,8723.7001953125,8792.849609375,8704.400390625,8789.150390625,195300,-0.3751432939651078,-0.0037584872121479,-2.1381332639808126,0.3231586917503026,7.337571170069612,,14.36736061144529,,,,8598.280004882812,,,,1.458666039701706,,,,,,88.44921875,112.3642578125,1.288034381017319,0.9101432361723892,,-2.5540715458995944,,,10.67378971325532,-6.42069956875898,,,,,33.33333333333333,,,,,,,14.36736061144529,,,,,1.1238123606308523,,33.33333333333333,33.33333333333333,Stable,Low,Neutral,-1.0,Neutral,1.0,Low,Low Volatility Neutral,25.0,Low,Neutral,Balanced,High Volatility Neutral,True,1,Unknown,Low Volatility Neutral,54.75,Neutral,74.16666666666667,Strong Positive,50.0,Neutral,42.08,Low,59.39,Neutral,Balanced,Balanced,Normal Risk,Wait for Confirmation,Monitor,54.66,Maintain Balanced Exposure,Trend: Neutral; Volatility: Low; Risk: Neutral; Market bias: Neutral; Confidence: Low; Positioning: Balanced.
2015-02-05,8711.7001953125,8711.7001953125,8838.4501953125,8683.650390625,8733.099609375,173600,-0.137556309035558,-0.0013765100457609,-2.6881145683864904,-0.2039040573629691,7.523976380304087,,14.2737063668316,,,,8628.760009765625,,,,0.9612063083572542,,,,,,154.7998046875,105.59640066964286,1.2121216100441687,0.9042472294678596,,-2.6881145683864904,,,9.519379525178346,-11.111111111111116,,,,,25.0,,,,,,,14.2737063668316,,,,,1.159739902636414,,25.0,25.0,Stable,Low,Neutral,-1.0,Neutral,1.0,Low,Low Volatility Neutral,25.0,Low,Neutral,Balanced,Low Volatility Neutral,False,2,Unknown,Low Volatility Neutral,54.75,Neutral,78.75,Strong Positive,50.0,Neutral,42.76,Low,60.76,Bullish,Moderately High,Growth,Normal Risk,Wait for Confirmation,Monitor,55.91,Maintain Balanced Exposure,Trend: Neutral; Volatility: Low; Risk: Neutral; Market bias: Bullish; Confidence: Low; Positioning: Balanced.
2015-02-06,8661.0498046875,8661.0498046875,8726.2001953125,8645.5498046875,8696.849609375,171300,-0.5814064934449137,-0.0058310324086079,-1.6784227245304373,-1.1453715326704916,5.178760541398897,,13.832614010223727,,,,8650.08251953125,,,,0.1267882142336418,,,,,,80.650390625,105.75,1.2209836265202678,0.8760451380410136,,-3.253892189179564,,,9.30371978985028,-1.3248847926267238,,,,,20.0,,,,,,,13.832614010223727,,,,,1.160030842924573,,20.0,20.0,Stable,Low,Neutral,-1.0,Neutral,0.0,Low,Low Volatility Neutral,30.0,Low,Neutral,Balanced,Low Volatility Neutral,False,3,Unknown,Low Volatility Neutral,54.75,Neutral,81.5,Strong Positive,50.0,Neutral,45.68,Low,61.59,Bullish,Moderately High,Growth,Normal Risk,Wait for Confirmation,Monitor,57.29,Maintain Balanced Exposure,Trend: Neutral; Volatility: Low; Risk: Neutral; Market bias: Bullish; Confidence: Low; Positioning: Balanced.
2015-02-09,8526.349609375,8526.349609375,8605.5498046875,8516.349609375,8584.400390625,146800,-1.555240973670402,-0.0156746171972853,-3.0810326825507106,-3.500045426140297,2.919302424708792,,15.182297749204988,,,,8662.175,,,,-1.568028706704716,,,,,,144.7001953125,112.00355747767856,1.3136167599147823,0.9599321329701156,,-4.758527298284776,,,8.912949310856442,-14.302393461762986,,,,,66.66666666666666,,,,-18.10911666300319,,,15.182297749204988,,,,,1.1444415103653804,,66.66666666666666,43.96362777899893,Stable,High,Neutral,-3.0,Bearish,3.0,Elevated,Elevated Risk Bear,45.0,Low,Elevated Risk,Defensive,Low Volatility Neutral,True,1,Unknown,Elevated Risk Bear,29.25,Strong Negative,33.779396944017044,Negative,40.0,Negative,39.42,Low,33.3,Bearish,Defensive,Defensive,Reduce Risk,Trend Negative,Monitor,36.22,Reduce Exposure,Trend: Bearish; Volatility: High; Risk: Elevated Risk; Market bias: Bearish; Confidence: Low; Positioning: Defensive.
2015-02-10,8565.5498046875,8565.5498046875,8646.25,8470.5,8478.099609375,196200,0.4597535534949015,0.0045869991503771,-2.181224389288061,-3.871277653470629,2.9142112782350127,,15.180925934541987,,,,8674.302490234375,,,,-1.253734068754342,,,,,,175.75,113.32854352678572,1.3230737793943668,0.959846562497375,,-4.320651243137763,,,8.872159243462894,33.65122615803815,,,,,57.14285714285714,,,,-18.57777703658952,,,15.180925934541987,,,,,1.1947678981360492,,57.14285714285714,39.0455028925654,Stable,Normal,Neutral,-3.0,Bearish,2.0,Low,Low Volatility Bear,35.0,Low,Defensive,Capital Preservation,Elevated Risk Bear,True,1,Unknown,Low Volatility Bear,29.25,Strong Negative,52.40550255903068,Neutral,30.0,Negative,35.71,Low,36.38,Bearish,Defensive,Defensive,Monitor Risk,Trend Negative,Monitor,36.54,Reduce Exposure,Trend: Bearish; Volatility: Normal; Risk: Defensive; Market bias: Bearish; Confidence: Low; Positioning: Capital Preservation.
2015-02-11,8627.400390625,8627.400390625,8651.9501953125,8593.650390625,8603.2998046875,161600,0.7220854159723844,0.0071949086167784,-1.1038871411381712,-3.218417826957498,3.95209273636814,,15.223872234040169,,,,8690.702490234375,,,,-0.728388754309639,,,,,,86.400390625,115.76785714285714,1.3418625762246614,0.9623820038183768,,-3.629764619667109,,,8.808553959959966,-17.635066258919473,,,,,75.0,,,,5.9615098817285,,,15.223872234040169,,,,,1.1750877650261224,,75.0,56.15383662724284,Stable,High,Neutral,-3.0,Bearish,6.0,High,High Volatility Bear,55.0,Medium,High Risk,Defensive,Low Volatility Bear,True,1,Unknown,High Volatility Bear,29.25,Strong Negative,27.846157180465006,Strong Negative,18.769232674551432,Strong Negative,40.34,Low,26.21,Strong Bearish,Minimal,Defensive,Reduce Risk,Trend Negative,Monitor,28.42,Defensive Positioning,Trend: Bearish; Volatility: High; Risk: High Risk; Market bias: Strong Bearish; Confidence: Low; Positioning: Defensive.
